id,Estimate,MarginOfError,CTYNAME,STNAME
0500000US48235,682,68,Irion County, Texas
0500000US48237,3168,166,Jack County, Texas
0500000US48239,4917,263,Jackson County, Texas
0500000US48241,12936,414,Jasper County, Texas
0500000US48243,1054,150,Jeff Davis County, Texas
0500000US48245,92988,1004,Jefferson County, Texas
0500000US48247,1626,200,Jim Hogg County, Texas
0500000US48249,12987,374,Jim Wells County, Texas
0500000US48251,57310,619,Johnson County, Texas
0500000US48253,5696,358,Jones County, Texas
0500000US48255,4282,249,Karnes County, Texas
0500000US48257,38015,526,Kaufman County, Texas
0500000US48259,14253,365,Kendall County, Texas
0500000US48261,197,64,Kenedy County, Texas
0500000US48263,273,44,Kent County, Texas
0500000US48265,21403,430,Kerr County, Texas
0500000US48267,1783,140,Kimble County, Texas
0500000US48269,77,24,King County, Texas
0500000US48271,1337,210,Kinney County, Texas
0500000US48273,10955,396,Kleberg County, Texas
0500000US48275,1375,86,Knox County, Texas
0500000US48277,19793,418,Lamar County, Texas
0500000US48279,4728,167,Lamb County, Texas
0500000US48281,7807,251,Lampasas County, Texas
0500000US48283,2269,170,La Salle County, Texas
0500000US48285,7826,260,Lavaca County, Texas
0500000US48287,6036,260,Lee County, Texas
0500000US48289,6443,324,Leon County, Texas
0500000US48291,26873,555,Liberty County, Texas
0500000US48293,8377,208,Limestone County, Texas
0500000US48295,1192,100,Lipscomb County, Texas
0500000US48297,3752,315,Live Oak County, Texas
0500000US48299,8678,435,Llano County, Texas
0500000US48301,30,13,Loving County, Texas
0500000US48303,113488,1153,Lubbock County, Texas
0500000US48305,2154,106,Lynn County, Texas
0500000US48307,3143,218,McCulloch County, Texas
0500000US48309,90054,848,McLennan County, Texas
0500000US48311,270,60,McMullen County, Texas
0500000US48313,4269,251,Madison County, Texas
0500000US48315,4715,233,Marion County, Texas
0500000US48317,1694,105,Martin County, Texas
0500000US48319,1696,124,Mason County, Texas
0500000US48321,13848,483,Matagorda County, Texas
0500000US48323,16286,361,Maverick County, Texas
0500000US48325,15682,396,Medina County, Texas
0500000US48327,1014,118,Menard County, Texas
0500000US48329,56998,638,Midland County, Texas
0500000US48331,9228,307,Milam County, Texas
0500000US48333,1790,177,Mills County, Texas
0500000US48335,2382,257,Mitchell County, Texas
0500000US48337,7800,287,Montague County, Texas
0500000US48339,198649,1350,Montgomery County, Texas
0500000US48341,6733,250,Moore County, Texas
0500000US48343,5117,171,Morris County, Texas
0500000US48345,489,55,Motley County, Texas
0500000US48347,23757,423,Nacogdoches County, Texas
0500000US48349,17338,422,Navarro County, Texas
0500000US48351,5315,240,Newton County, Texas
0500000US48353,5407,240,Nolan County, Texas
0500000US48355,129451,1120,Nueces County, Texas
0500000US48357,3483,141,Ochiltree County, Texas
0500000US48359,594,101,Oldham County, Texas
0500000US48361,31694,581,Orange County, Texas
0500000US48363,10255,321,Palo Pinto County, Texas
0500000US48365,8637,335,Panola County, Texas
0500000US48367,44263,640,Parker County, Texas
0500000US48369,3203,124,Parmer County, Texas
0500000US48371,4656,250,Pecos County, Texas
0500000US48373,18033,527,Polk County, Texas
0500000US48375,44380,487,Potter County, Texas
0500000US48377,2543,188,Presidio County, Texas
0500000US48379,4330,206,Rains County, Texas
0500000US48381,49389,608,Randall County, Texas
0500000US48383,1084,76,Reagan County, Texas
0500000US48385,1126,156,Real County, Texas
0500000US48387,4963,231,Red River County, Texas
0500000US48389,3518,187,Reeves County, Texas
0500000US48391,2547,148,Refugio County, Texas
0500000US48393,301,39,Roberts County, Texas
0500000US48395,6444,213,Robertson County, Texas
0500000US48397,33032,290,Rockwall County, Texas
0500000US48399,3896,153,Runnels County, Texas
0500000US48401,18108,482,Rusk County, Texas
0500000US48403,4311,319,Sabine County, Texas
0500000US48405,3451,222,San Augustine County, Texas
0500000US48407,10043,504,San Jacinto County, Texas
0500000US48409,22898,508,San Patricio County, Texas
0500000US48411,2082,165,San Saba County, Texas
0500000US48413,1075,99,Schleicher County, Texas
0500000US48415,5941,235,Scurry County, Texas
0500000US48417,1317,115,Shackelford County, Texas
0500000US48419,9293,295,Shelby County, Texas
0500000US48421,1019,67,Sherman County, Texas
0500000US48423,77678,1005,Smith County, Texas
0500000US48425,3123,213,Somervell County, Texas
0500000US48427,16188,351,Starr County, Texas
0500000US48429,3247,189,Stephens County, Texas
0500000US48431,458,52,Sterling County, Texas
0500000US48433,580,62,Stonewall County, Texas
0500000US48435,1412,167,Sutton County, Texas
0500000US48437,2505,166,Swisher County, Texas
0500000US48439,708252,2589,Tarrant County, Texas
0500000US48441,49868,737,Taylor County, Texas
0500000US48443,418,84,Terrell County, Texas
0500000US48445,4061,260,Terry County, Texas
0500000US48447,668,59,Throckmorton County, Texas
0500000US48449,10893,257,Titus County, Texas
0500000US48451,43314,596,Tom Green County, Texas
0500000US48453,472361,1999,Travis County, Texas
0500000US48455,6030,284,Trinity County, Texas
0500000US48457,7100,353,Tyler County, Texas
0500000US48459,14108,388,Upshur County, Texas
0500000US48461,1332,100,Upton County, Texas
0500000US48463,8841,282,Uvalde County, Texas
0500000US48465,15779,447,Val Verde County, Texas
0500000US48467,20156,413,Van Zandt County, Texas
0500000US48469,32255,554,Victoria County, Texas
0500000US48471,21963,843,Walker County, Texas
0500000US48473,15171,445,Waller County, Texas
0500000US48475,3978,167,Ward County, Texas
0500000US48477,12625,525,Washington County, Texas
0500000US48479,74789,642,Webb County, Texas
0500000US48481,15199,287,Wharton County, Texas
0500000US48483,2183,104,Wheeler County, Texas
0500000US48485,48356,844,Wichita County, Texas
0500000US48487,5180,248,Wilbarger County, Texas
0500000US48489,5782,183,Willacy County, Texas
0500000US48491,180160,1247,Williamson County, Texas
0500000US48493,15733,300,Wilson County, Texas
0500000US48495,2619,121,Winkler County, Texas
0500000US48497,22369,370,Wise County, Texas
0500000US48499,16510,475,Wood County, Texas
0500000US48501,2617,147,Yoakum County, Texas
0500000US48503,7307,282,Young County, Texas
0500000US48505,4503,274,Zapata County, Texas
0500000US48507,3571,175,Zavala County, Texas
0500000US49001,2282,116,Beaver County, Utah
0500000US49003,17569,265,Box Elder County, Utah
0500000US49005,38393,459,Cache County, Utah
0500000US49007,7829,210,Carbon County, Utah
0500000US49009,163,44,Daggett County, Utah
0500000US49011,104551,663,Davis County, Utah
0500000US49013,6868,149,Duchesne County, Utah
0500000US49015,3665,138,Emery County, Utah
0500000US49017,1760,137,Garfield County, Utah
0500000US49019,4191,245,Grand County, Utah
0500000US49021,17015,359,Iron County, Utah
0500000US49023,3464,86,Juab County, Utah
0500000US49025,2643,206,Kane County, Utah
0500000US49027,4337,161,Millard County, Utah
0500000US49029,3365,87,Morgan County, Utah
0500000US49031,532,51,Piute County, Utah
0500000US49033,635,91,Rich County, Utah
0500000US49035,374820,1371,Salt Lake County, Utah
0500000US49037,4311,174,San Juan County, Utah
0500000US49039,8643,285,Sanpete County, Utah
0500000US49041,7364,177,Sevier County, Utah
0500000US49043,14220,361,Summit County, Utah
0500000US49045,20478,283,Tooele County, Utah
0500000US49047,10569,381,Uintah County, Utah
0500000US49049,165991,821,Utah County, Utah
0500000US49051,9879,318,Wasatch County, Utah
0500000US49053,57144,747,Washington County, Utah
0500000US49055,1000,88,Wayne County, Utah
0500000US49057,83632,679,Weber County, Utah
0500000US50001,14584,296,Addison County, Vermont
0500000US50003,14581,356,Bennington County, Vermont
0500000US50005,12434,268,Caledonia County, Vermont
0500000US50007,66160,541,Chittenden County, Vermont
0500000US50009,2740,124,Essex County, Vermont
0500000US50011,18563,380,Franklin County, Vermont
0500000US50013,2956,120,Grand Isle County, Vermont
0500000US50015,10546,361,Lamoille County, Vermont
0500000US50017,12279,251,Orange County, Vermont
0500000US50019,11779,251,Orleans County, Vermont
0500000US50021,25338,434,Rutland County, Vermont
0500000US50023,24828,359,Washington County, Vermont
0500000US50025,18943,419,Windham County, Vermont
0500000US50027,24298,517,Windsor County, Vermont
0500000US51001,13438,530,Accomack County, Virginia
0500000US51003,41496,632,Albemarle County, Virginia
0500000US51005,6600,206,Alleghany County, Virginia
0500000US51007,4954,198,Amelia County, Virginia
0500000US51009,12160,344,Amherst County, Virginia
0500000US51011,6091,218,Appomattox County, Virginia
0500000US51013,107032,813,Arlington County, Virginia
0500000US51015,29539,529,Augusta County, Virginia
0500000US51017,1801,236,Bath County, Virginia
0500000US51019,31317,515,Bedford County, Virginia
0500000US51021,2367,191,Bland County, Virginia
0500000US51023,13264,283,Botetourt County, Virginia
0500000US51025,6037,257,Brunswick County, Virginia
0500000US51027,8569,372,Buchanan County, Virginia
0500000US51029,5826,249,Buckingham County, Virginia
0500000US51031,23071,356,Campbell County, Virginia
0500000US51033,10946,475,Caroline County, Virginia
0500000US51035,12357,415,Carroll County, Virginia
0500000US51036,2896,93,Charles City County, Virginia
0500000US51037,4661,237,Charlotte County, Virginia
0500000US51041,124971,690,Chesterfield County, Virginia
0500000US51043,5612,173,Clarke County, Virginia
0500000US51045,2297,177,Craig County, Virginia
0500000US51047,17071,328,Culpeper County, Virginia
0500000US51049,3975,176,Cumberland County, Virginia
0500000US51051,5778,237,Dickenson County, Virginia
0500000US51053,10401,307,Dinwiddie County, Virginia
0500000US51057,4555,206,Essex County, Virginia
0500000US51059,396501,1351,Fairfax County, Virginia
0500000US51061,24562,339,Fauquier County, Virginia
0500000US51063,6493,248,Floyd County, Virginia
0500000US51065,9923,215,Fluvanna County, Virginia
0500000US51067,22997,552,Franklin County, Virginia
0500000US51069,31503,418,Frederick County, Virginia
0500000US51071,6910,238,Giles County, Virginia
0500000US51073,14786,360,Gloucester County, Virginia
0500000US51075,8506,276,Goochland County, Virginia
0500000US51077,6498,458,Grayson County, Virginia
0500000US51079,7548,206,Greene County, Virginia
0500000US51081,3647,184,Greensville County, Virginia
0500000US51083,14158,448,Halifax County, Virginia
0500000US51085,38987,377,Hanover County, Virginia
0500000US51087,128464,906,Henrico County, Virginia
0500000US51089,21218,589,Henry County, Virginia
0500000US51091,1078,76,Highland County, Virginia
0500000US51093,14587,243,Isle of Wight County, Virginia
0500000US51095,28920,510,James City County, Virginia
0500000US51097,2707,168,King and Queen County, Virginia
0500000US51099,9202,246,King George County, Virginia
0500000US51101,6078,227,King William County, Virginia
0500000US51103,5062,250,Lancaster County, Virginia
0500000US51105,9149,357,Lee County, Virginia
0500000US51107,128637,607,Loudoun County, Virginia
0500000US51109,13871,411,Louisa County, Virginia
0500000US51111,4293,228,Lunenburg County, Virginia
0500000US51113,4949,234,Madison County, Virginia
0500000US51115,3920,343,Mathews County, Virginia
0500000US51117,12075,389,Mecklenburg County, Virginia
0500000US51119,4603,263,Middlesex County, Virginia
0500000US51121,35685,649,Montgomery County, Virginia
0500000US51125,6419,310,Nelson County, Virginia
0500000US51127,7961,227,New Kent County, Virginia
0500000US51131,5148,266,Northampton County, Virginia
0500000US51133,5584,312,Northumberland County, Virginia
0500000US51135,5446,280,Nottoway County, Virginia
0500000US51137,13679,352,Orange County, Virginia
0500000US51139,9286,308,Page County, Virginia
0500000US51141,7755,321,Patrick County, Virginia
0500000US51143,26267,513,Pittsylvania County, Virginia
0500000US51145,10265,261,Powhatan County, Virginia
0500000US51147,7185,420,Prince Edward County, Virginia
0500000US51149,11507,282,Prince George County, Virginia
0500000US51153,142000,667,Prince William County, Virginia
0500000US51155,14533,338,Pulaski County, Virginia
0500000US51157,2913,156,Rappahannock County, Virginia
0500000US51159,3069,188,Richmond County, Virginia
0500000US51161,38222,465,Roanoke County, Virginia
0500000US51163,9248,361,Rockbridge County, Virginia
0500000US51165,30994,386,Rockingham County, Virginia
0500000US51167,10812,352,Russell County, Virginia
0500000US51169,8773,288,Scott County, Virginia
0500000US51171,17402,408,Shenandoah County, Virginia
0500000US51173,12686,340,Smyth County, Virginia
0500000US51175,6562,221,Southampton County, Virginia
0500000US51177,44436,389,Spotsylvania County, Virginia
0500000US51179,47075,466,Stafford County, Virginia
0500000US51181,2730,146,Surry County, Virginia
0500000US51183,3794,215,Sussex County, Virginia
0500000US51185,16531,426,Tazewell County, Virginia
0500000US51187,14651,303,Warren County, Virginia
0500000US51191,22321,379,Washington County, Virginia
0500000US51193,7923,365,Westmoreland County, Virginia
0500000US51195,14925,399,Wise County, Virginia
0500000US51197,11983,345,Wythe County, Virginia
0500000US51199,25103,399,York County, Virginia
0500000US51510,70598,558,Alexandria city, Virginia
0500000US51520,7334,291,Bristol city, Virginia
0500000US51530,2517,155,Buena Vista city, Virginia
0500000US51540,18617,327,Charlottesville city, Virginia
0500000US51550,84849,815,Chesapeake city, Virginia
0500000US51570,7036,183,Colonial Heights city, Virginia
0500000US51580,2384,150,Covington city, Virginia
0500000US51590,18293,480,Danville city, Virginia
0500000US51595,2086,174,Emporia city, Virginia
0500000US51600,8577,168,Fairfax city, Virginia
0500000US51610,5493,165,Falls Church city, Virginia
0500000US51620,3522,148,Franklin city, Virginia
0500000US51630,10762,284,Fredericksburg city, Virginia
0500000US51640,2663,191,Galax city, Virginia
0500000US51650,54050,656,Hampton city, Virginia
0500000US51660,16723,380,Harrisonburg city, Virginia
0500000US51670,9224,287,Hopewell city, Virginia
0500000US51678,2158,278,Lexington city, Virginia
0500000US51680,28273,618,Lynchburg city, Virginia
0500000US51683,12898,238,Manassas city, Virginia
0500000US51685,4641,143,Manassas Park city, Virginia
0500000US51690,5532,268,Martinsville city, Virginia
0500000US51700,69835,817,Newport News city, Virginia
0500000US51710,88353,959,Norfolk city, Virginia
0500000US51720,1628,155,Norton city, Virginia
0500000US51730,13165,351,Petersburg city, Virginia
0500000US51735,4593,113,Poquoson city, Virginia
0500000US51740,36370,457,Portsmouth city, Virginia
0500000US51750,5573,366,Radford city, Virginia
0500000US51760,90301,863,Richmond city, Virginia
0500000US51770,41740,659,Roanoke city, Virginia
0500000US51775,9912,280,Salem city, Virginia
0500000US51790,10597,319,Staunton city, Virginia
0500000US51800,33774,365,Suffolk city, Virginia
0500000US51810,170798,1061,Virginia Beach city, Virginia
0500000US51820,9193,273,Waynesboro city, Virginia
0500000US51830,4706,268,Williamsburg city, Virginia
0500000US51840,10490,354,Winchester city, Virginia
0500000US53001,5973,159,Adams County, Washington
0500000US53003,9101,231,Asotin County, Washington
0500000US53005,72121,607,Benton County, Washington
0500000US53007,28384,668,Chelan County, Washington
0500000US53009,32958,517,Clallam County, Washington
0500000US53011,174661,837,Clark County, Washington
0500000US53013,1795,99,Columbia County, Washington
0500000US53015,41952,474,Cowlitz County, Washington
0500000US53017,15263,249,Douglas County, Washington
0500000US53019,3060,164,Ferry County, Washington
0500000US53021,26723,310,Franklin County, Washington
0500000US53023,984,72,Garfield County, Washington
0500000US53025,30818,612,Grant County, Washington
0500000US53027,28722,648,Grays Harbor County, Washington
0500000US53029,34768,566,Island County, Washington
0500000US53031,14705,400,Jefferson County, Washington
0500000US53033,882028,2586,King County, Washington
0500000US53035,103913,825,Kitsap County, Washington
0500000US53037,18347,397,Kittitas County, Washington
0500000US53039,8877,295,Klickitat County, Washington
0500000US53041,30618,494,Lewis County, Washington
0500000US53043,4525,144,Lincoln County, Washington
0500000US53045,24278,629,Mason County, Washington
0500000US53047,17675,435,Okanogan County, Washington
0500000US53049,9279,377,Pacific County, Washington
0500000US53051,5727,266,Pend Oreille County, Washington
0500000US53053,323296,1667,Pierce County, Washington
0500000US53055,8252,186,San Juan County, Washington
0500000US53057,48493,463,Skagit County, Washington
0500000US53059,4816,146,Skamania County, Washington
0500000US53061,293823,1169,Snohomish County, Washington
0500000US53063,202811,1196,Spokane County, Washington
0500000US53065,17554,344,Stevens County, Washington
0500000US53067,109983,744,Thurston County, Washington
0500000US53069,1897,107,Wahkiakum County, Washington
0500000US53071,22646,379,Walla Walla County, Washington
0500000US53073,86523,772,Whatcom County, Washington
0500000US53075,17999,545,Whitman County, Washington
0500000US53077,83048,606,Yakima County, Washington
0500000US54001,6324,223,Barbour County, West Virginia
0500000US54003,44221,536,Berkeley County, West Virginia
0500000US54005,8932,255,Boone County, West Virginia
0500000US54007,5624,279,Braxton County, West Virginia
0500000US54009,9805,218,Brooke County, West Virginia
0500000US54011,39064,499,Cabell County, West Virginia
0500000US54013,2826,183,Calhoun County, West Virginia
0500000US54015,3274,218,Clay County, West Virginia
0500000US54017,2685,184,Doddridge County, West Virginia
0500000US54019,17441,340,Fayette County, West Virginia
0500000US54021,2587,165,Gilmer County, West Virginia
0500000US54023,4607,223,Grant County, West Virginia
0500000US54025,15188,456,Greenbrier County, West Virginia
0500000US54027,9288,444,Hampshire County, West Virginia
0500000US54029,12678,300,Hancock County, West Virginia
0500000US54031,5674,269,Hardy County, West Virginia
0500000US54033,27098,372,Harrison County, West Virginia
0500000US54035,11334,325,Jackson County, West Virginia
0500000US54037,20891,328,Jefferson County, West Virginia
0500000US54039,79070,958,Kanawha County, West Virginia
0500000US54041,6574,208,Lewis County, West Virginia
0500000US54043,8208,287,Lincoln County, West Virginia
0500000US54045,13816,423,Logan County, West Virginia
0500000US54047,7607,337,McDowell County, West Virginia
0500000US54049,22926,342,Marion County, West Virginia
0500000US54051,12308,352,Marshall County, West Virginia
0500000US54053,11034,294,Mason County, West Virginia
0500000US54055,25216,486,Mercer County, West Virginia
0500000US54057,10916,329,Mineral County, West Virginia
0500000US54059,10501,256,Mingo County, West Virginia
0500000US54061,39466,621,Monongalia County, West Virginia
0500000US54063,5718,241,Monroe County, West Virginia
0500000US54065,7185,280,Morgan County, West Virginia
0500000US54067,10069,336,Nicholas County, West Virginia
0500000US54069,17193,398,Ohio County, West Virginia
0500000US54071,3174,170,Pendleton County, West Virginia
0500000US54073,2835,101,Pleasants County, West Virginia
0500000US54075,3530,199,Pocahontas County, West Virginia
0500000US54077,12429,321,Preston County, West Virginia
0500000US54079,21613,386,Putnam County, West Virginia
0500000US54081,31203,575,Raleigh County, West Virginia
0500000US54083,11135,300,Randolph County, West Virginia
0500000US54085,4049,212,Ritchie County, West Virginia
0500000US54087,5562,197,Roane County, West Virginia
0500000US54089,5566,328,Summers County, West Virginia
0500000US54091,6614,226,Taylor County, West Virginia
0500000US54093,3142,187,Tucker County, West Virginia
0500000US54095,3207,172,Tyler County, West Virginia
0500000US54097,9713,299,Upshur County, West Virginia
0500000US54099,15124,489,Wayne County, West Virginia
0500000US54101,3781,207,Webster County, West Virginia
0500000US54103,5762,235,Wetzel County, West Virginia
0500000US54105,2505,139,Wirt County, West Virginia
0500000US54107,35488,545,Wood County, West Virginia
0500000US54109,8805,311,Wyoming County, West Virginia
0500000US55001,9062,228,Adams County, Wisconsin
0500000US55003,6565,186,Ashland County, Wisconsin
0500000US55005,18907,326,Barron County, Wisconsin
0500000US55007,7057,169,Bayfield County, Wisconsin
0500000US55009,105271,672,Brown County, Wisconsin
0500000US55011,5772,128,Buffalo County, Wisconsin
0500000US55013,7305,308,Burnett County, Wisconsin
0500000US55015,19807,198,Calumet County, Wisconsin
0500000US55017,25601,329,Chippewa County, Wisconsin
0500000US55019,12791,181,Clark County, Wisconsin
0500000US55021,24112,281,Columbia County, Wisconsin
0500000US55023,6654,176,Crawford County, Wisconsin
0500000US55025,222929,861,Dane County, Wisconsin
0500000US55027,34980,351,Dodge County, Wisconsin
0500000US55029,13191,310,Door County, Wisconsin
0500000US55031,19011,293,Douglas County, Wisconsin
0500000US55033,16859,324,Dunn County, Wisconsin
0500000US55035,40981,500,Eau Claire County, Wisconsin
0500000US55037,1948,87,Florence County, Wisconsin
0500000US55039,41542,505,Fond du Lac County, Wisconsin
0500000US55041,4008,146,Forest County, Wisconsin
0500000US55043,19583,272,Grant County, Wisconsin
0500000US55045,15047,206,Green County, Wisconsin
0500000US55047,7979,189,Green Lake County, Wisconsin
0500000US55049,9850,181,Iowa County, Wisconsin
0500000US55051,2898,159,Iron County, Wisconsin
0500000US55053,8199,153,Jackson County, Wisconsin
0500000US55055,32965,424,Jefferson County, Wisconsin
0500000US55057,10752,281,Juneau County, Wisconsin
0500000US55059,64111,672,Kenosha County, Wisconsin
0500000US55061,8341,188,Kewaunee County, Wisconsin
0500000US55063,47518,379,La Crosse County, Wisconsin
0500000US55065,6722,111,Lafayette County, Wisconsin
0500000US55067,8612,216,Langlade County, Wisconsin
0500000US55069,12625,280,Lincoln County, Wisconsin
0500000US55071,34563,366,Manitowoc County, Wisconsin
0500000US55073,55466,457,Marathon County, Wisconsin
0500000US55075,18473,347,Marinette County, Wisconsin
0500000US55077,6648,138,Marquette County, Wisconsin
0500000US55078,1408,102,Menominee County, Wisconsin
0500000US55079,382175,1549,Milwaukee County, Wisconsin
0500000US55081,17915,264,Monroe County, Wisconsin
0500000US55083,16036,178,Oconto County, Wisconsin
0500000US55085,15421,406,Oneida County, Wisconsin
0500000US55087,73648,547,Outagamie County, Wisconsin
0500000US55089,35807,410,Ozaukee County, Wisconsin
0500000US55091,3070,96,Pepin County, Wisconsin
0500000US55093,15593,201,Pierce County, Wisconsin
0500000US55095,18450,267,Polk County, Wisconsin
0500000US55097,28675,302,Portage County, Wisconsin
0500000US55099,6688,683,Price County, Wisconsin
0500000US55101,76974,544,Racine County, Wisconsin
0500000US55103,7538,160,Richland County, Wisconsin
0500000US55105,64739,511,Rock County, Wisconsin
0500000US55107,6376,121,Rusk County, Wisconsin
0500000US55109,34182,301,St. Croix County, Wisconsin
0500000US55111,26222,293,Sauk County, Wisconsin
0500000US55113,7796,440,Sawyer County, Wisconsin
0500000US55115,17004,270,Shawano County, Wisconsin
0500000US55117,47738,382,Sheboygan County, Wisconsin
0500000US55119,8614,179,Taylor County, Wisconsin
0500000US55121,12005,153,Trempealeau County, Wisconsin
0500000US55123,12071,173,Vernon County, Wisconsin
0500000US55125,10921,362,Vilas County, Wisconsin
0500000US55127,40874,573,Walworth County, Wisconsin
0500000US55129,7236,184,Washburn County, Wisconsin
0500000US55131,54302,466,Washington County, Wisconsin
0500000US55133,158808,670,Waukesha County, Wisconsin
0500000US55135,22305,291,Waupaca County, Wisconsin
0500000US55137,9934,193,Waushara County, Wisconsin
0500000US55139,70594,408,Winnebago County, Wisconsin
0500000US55141,32332,380,Wood County, Wisconsin
0500000US56001,15944,437,Albany County, Wyoming
0500000US56003,4475,144,Big Horn County, Wyoming
0500000US56005,17574,381,Campbell County, Wyoming
0500000US56007,6204,268,Carbon County, Wyoming
0500000US56009,5378,249,Converse County, Wyoming
0500000US56011,2919,145,Crook County, Wyoming
0500000US56013,14907,247,Fremont County, Wyoming
0500000US56015,5207,203,Goshen County, Wyoming
0500000US56017,2118,151,Hot Springs County, Wyoming
0500000US56019,3845,154,Johnson County, Wyoming
0500000US56021,39683,400,Laramie County, Wyoming
0500000US56023,6908,328,Lincoln County, Wyoming
0500000US56025,32799,412,Natrona County, Wyoming
0500000US56027,964,91,Niobrara County, Wyoming
0500000US56029,12160,401,Park County, Wyoming
0500000US56031,4030,230,Platte County, Wyoming
0500000US56033,13251,339,Sheridan County, Wyoming
0500000US56035,3340,316,Sublette County, Wyoming
0500000US56037,15523,453,Sweetwater County, Wyoming
0500000US56039,9019,472,Teton County, Wyoming
0500000US56041,7597,285,Uinta County, Wyoming
0500000US56043,3365,149,Washakie County, Wyoming
0500000US56045,2891,164,Weston County, Wyoming
0500000US72001,5771,196,Adjuntas Municipio, Puerto Rico
0500000US72003,12830,445,Aguada Municipio, Puerto Rico
0500000US72005,21635,524,Aguadilla Municipio, Puerto Rico
0500000US72007,8488,319,Aguas Buenas Municipio, Puerto Rico
0500000US72009,8592,286,Aibonito Municipio, Puerto Rico
0500000US72011,8848,383,Añasco Municipio, Puerto Rico
0500000US72013,31910,668,Arecibo Municipio, Puerto Rico
0500000US72015,5908,321,Arroyo Municipio, Puerto Rico
0500000US72017,7989,322,Barceloneta Municipio, Puerto Rico
0500000US72019,8720,334,Barranquitas Municipio, Puerto Rico
0500000US72021,67476,812,Bayamón Municipio, Puerto Rico
0500000US72023,15473,618,Cabo Rojo Municipio, Puerto Rico
0500000US72025,48184,579,Caguas Municipio, Puerto Rico
0500000US72027,11394,370,Camuy Municipio, Puerto Rico
0500000US72029,14643,383,Canóvanas Municipio, Puerto Rico
0500000US72031,61909,915,Carolina Municipio, Puerto Rico
0500000US72033,8706,299,Cataño Municipio, Puerto Rico
0500000US72035,16213,416,Cayey Municipio, Puerto Rico
0500000US72037,4224,254,Ceiba Municipio, Puerto Rico
0500000US72039,5831,228,Ciales Municipio, Puerto Rico
0500000US72041,12942,346,Cidra Municipio, Puerto Rico
0500000US72043,13104,371,Coamo Municipio, Puerto Rico
0500000US72045,5565,275,Comerío Municipio, Puerto Rico
0500000US72047,10535,422,Corozal Municipio, Puerto Rico
0500000US72049,482,72,Culebra Municipio, Puerto Rico
0500000US72051,11602,425,Dorado Municipio, Puerto Rico
0500000US72053,12298,369,Fajardo Municipio, Puerto Rico
0500000US72054,4271,235,Florida Municipio, Puerto Rico
0500000US72055,5515,289,Guánica Municipio, Puerto Rico
0500000US72057,14022,480,Guayama Municipio, Puerto Rico
0500000US72059,6510,253,Guayanilla Municipio, Puerto Rico
0500000US72061,30758,587,Guaynabo Municipio, Puerto Rico
0500000US72063,14529,376,Gurabo Municipio, Puerto Rico
0500000US72065,14160,438,Hatillo Municipio, Puerto Rico
0500000US72067,6255,279,Hormigueros Municipio, Puerto Rico
0500000US72069,17615,501,Humacao Municipio, Puerto Rico
0500000US72071,14670,542,Isabela Municipio, Puerto Rico
0500000US72073,4837,268,Jayuya Municipio, Puerto Rico
0500000US72075,15408,378,Juana Dí­az Municipio, Puerto Rico
0500000US72077,12558,445,Juncos Municipio, Puerto Rico
0500000US72079,7665,414,Lajas Municipio, Puerto Rico
0500000US72081,9967,324,Lares Municipio, Puerto Rico
0500000US72083,2708,218,Las Marías Municipio, Puerto Rico
0500000US72085,12376,399,Las Piedras Municipio, Puerto Rico
0500000US72087,8508,286,Loíza Municipio, Puerto Rico
0500000US72089,6582,259,Luquillo Municipio, Puerto Rico
0500000US72091,14825,455,Manatí Municipio, Puerto Rico
0500000US72093,1846,158,Maricao Municipio, Puerto Rico
0500000US72095,3833,216,Maunabo Municipio, Puerto Rico
0500000US72097,29682,681,Mayagüez Municipio, Puerto Rico
0500000US72099,13374,384,Moca Municipio, Puerto Rico
0500000US72101,9645,326,Morovis Municipio, Puerto Rico
0500000US72103,8058,446,Naguabo Municipio, Puerto Rico
0500000US72105,8424,357,Naranjito Municipio, Puerto Rico
0500000US72107,6759,231,Orocovis Municipio, Puerto Rico
0500000US72109,6144,304,Patillas Municipio, Puerto Rico
0500000US72111,6863,284,Peñuelas Municipio, Puerto Rico
0500000US72113,52042,709,Ponce Municipio, Puerto Rico
0500000US72115,8083,328,Quebradillas Municipio, Puerto Rico
0500000US72117,5018,322,Rincón Municipio, Puerto Rico
0500000US72119,15635,463,Río Grande Municipio, Puerto Rico
0500000US72121,7061,299,Sabana Grande Municipio, Puerto Rico
0500000US72123,10036,398,Salinas Municipio, Puerto Rico
0500000US72125,11722,391,San Germán Municipio, Puerto Rico
0500000US72127,142699,1447,San Juan Municipio, Puerto Rico
0500000US72129,13772,381,San Lorenzo Municipio, Puerto Rico
0500000US72131,13313,410,San Sebastián Municipio, Puerto Rico
0500000US72133,7367,380,Santa Isabel Municipio, Puerto Rico
0500000US72135,22138,482,Toa Alta Municipio, Puerto Rico
0500000US72137,27400,488,Toa Baja Municipio, Puerto Rico
0500000US72139,23800,500,Trujillo Alto Municipio, Puerto Rico
0500000US72141,9593,341,Utuado Municipio, Puerto Rico
0500000US72143,11918,486,Vega Alta Municipio, Puerto Rico
0500000US72145,18721,486,Vega Baja Municipio, Puerto Rico
0500000US72147,2258,248,Vieques Municipio, Puerto Rico
0500000US72149,7908,255,Villalba Municipio, Puerto Rico
0500000US72151,11541,389,Yabucoa Municipio, Puerto Rico
